Test-File1,Y-unit!,1
62.00,15.22,30
Test-File1,Y-unit!,31
04:21PM on January 30,2018,31
24.00,-2.43,31
25.00,-29.00,31
26.00,-9.71,31
27.00,-8.03,31
28.00, 9.27,31
29.00,14.56,31
30.00,12.00,31
31.00,11.33,31
32.00, 4.33,31
33.00,-5.56,31
34.00,-4.85,31
35.00,-4.00,31
36.00,-18.61,31
37.00,-8.65,31
38.00, 3.40,31
39.00, 2.43,31
40.00,23.00,31
41.00, 3.24,31
42.00, 7.42,31
43.00,-1.85,31
44.00,-22.65,31
45.00,-30.00,31
46.00,-23.46,31
47.00,-8.34,31
48.00, 4.94,31
49.00, 4.85,31
50.00,22.00,31
51.00, 6.47,31
52.00, 4.33,31
53.00,-7.42,31
54.00,-12.94,31
55.00,-17.00,31
56.00,-22.65,31
57.00,-0.93,31
58.00, 2.47,31
59.00,18.61,31
60.00,15.00,31
61.00, 6.47,31
62.00, 1.24,31
63.00,-0.93,31
64.00,-2.43,31
65.00,-23.00,31
66.00,-13.75,31
67.00,-7.11,31
68.00, 2.16,31
69.00,13.75,31
70.00,17.00,31
71.00,12.94,31
72.00, 5.56,31
73.00,-6.49,31
74.00,-18.61,31
75.00,-4.00,31
76.00,-4.05,31
77.00,-6.49,31
78.00, 8.03,31
79.00,15.37,31
80.00, 2.00,31
81.00, 5.66,31
82.00, 2.16,31
83.00,-0.93,31
84.00,-14.56,31
85.00,-16.00,31
86.00,-4.85,31
87.00,-4.64,31
88.00, 0.62,31
89.00,17.80,31
90.00, 8.00,31
91.00,24.27,31
92.00, 9.27,31
93.00,-6.18,31
Test-File4,Y-unit!,32
04:21PM on January 30,2018,32
25.00, 0.00,32
26.00,-8.23,32
27.00,-15.22,32
28.00,-2.85,32
29.00,-5.88,32
30.00,-0.00,32
31.00, 5.29,32
32.00, 1.90,32
33.00,25.68,32
34.00,13.52,32
35.00, 0.00,32
36.00,-12.93,32
37.00,-15.22,32
38.00,-19.02,32
39.00,-9.40,32
40.00,-0.00,32
41.00, 1.18,32
42.00,19.02,32
43.00,22.83,32
44.00,17.05,32
45.00, 0.00,32
46.00,-10.58,32
47.00,-7.61,32
48.00,-28.53,32
49.00,-4.11,32
50.00,-0.00,32
51.00, 9.99,32
52.00,20.92,32
53.00,22.83,32
54.00,14.11,32
55.00,-0.00,32
56.00,-16.46,32
57.00,-1.90,32
58.00,-10.46,32
59.00,-6.47,32
60.00,-0.00,32
61.00,15.28,32
62.00,15.22,32
63.00, 6.66,32
64.00, 3.53,32
65.00, 0.00,32
66.00,-15.87,32
67.00,-28.53,32
68.00,-26.63,32
69.00,-2.35,32
70.00,-0.00,32
71.00,12.34,32
72.00,28.53,32
73.00,23.78,32
74.00, 7.05,32
75.00, 0.00,32
76.00,-11.17,32
77.00,-28.53,32
78.00,-5.71,32
79.00,-17.05,32
80.00,-0.00,32
81.00,11.17,32
82.00, 9.51,32
83.00,22.83,32
84.00,15.87,32
85.00,-0.00,32
86.00,-11.17,32
87.00,-18.07,32
88.00,-18.07,32
89.00,-6.47,32
90.00,-0.00,32
91.00,11.17,32
92.00,20.92,32
93.00, 3.80,32
94.00, 5.29,32
